,MOF Name,Ref Code,Property,Value,Units,Condition,Summary,Reference
189,[[Cu2(CN)1.5(4-pcih)]?1.25H2O]n,HELLOW,Water Stability,Not provided,,,"The document does not provide any specific information regarding the water stability of the MOF [[Cu2(CN)1.5(4-pcih)]?1.25H2O]n. There are no sentences that discuss its solubility, retention of structure in water, or any changes in properties after exposure to moisture or water.",10.1039/b705603f
190,[Cu2(CN)2(4-Hpcih)]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/b705603f
191,[[Cd(oba)(bib)] /C12H2O]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of the MOF [[Cd(oba)(bib)] /C12H2O]n. There is no mention of its behavior in water or aqueous solutions, nor any indication of its solubility or structural integrity when exposed to moisture or steam. The document focuses on thermal stability and structural characteristics, but does not address water stability directly.",10.1016/j.inoche.2009.12.010
192, [[Zn( L1)2](H2O)4.25]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of the MOF [[Zn(L1)2](H2O)4.25]n. There are no sentences that directly address its behavior in water or aqueous solutions, nor any mention of its solubility or retention of structure in such environments.",10.1016/j.micromeso.2005.11.048
193,IRMOF-1/MOF-5/Zn4O(BDC)3,HELLOW,Water Stability,Unstable,N/A,,"1. ""Initial experimental work showed that MOF-5 is unstable with respect to even low levels of water, particularly at low temperature.""
2. ""However, exposure of MOF-5 to the same conditions but with 1 mol % steam rather than dry nitrogen resulted in structural transformation, as evidenced by XRD.""
3. ""MOF-5 is less stable than Zn-MOF-74.""",10.1021/ja9061344
194,MOF-69C/Zn3(OH2)(BDC)2,HELLOW,Water Stability,Unstable,N/A,,"1. MOF-69C, which can be prepared directly from MOF-5 by adding water to a DEF solution and allowing crystals to transform over 1 week (Scheme 1), cannot be exposed to any moisture or heat treatment at all without complete crystal degradation. 
2. During the hydration reaction simulation, when the MOF-69C cluster was saturated with water, more than one acetate ligand was displaced with no energy barrier. As such, MOF-69C was unstable during the calculation, and therefore was predicted to hydrothermally unstable in the laboratory.",10.1021/ja9061344
195,Zn-MOF-74/Zn2(DOBDC),HELLOW,Water Stability,Stable,N/A,,"MOF-74 is predicted, and experimentally determined, to possess good stability toward reaction with water. Apparently the open metal site allows the initial water molecules to coordinate without displacing Zn-linker bonds, resulting in the more stable 6-coordinate situation described above. This suggests that a small amount of water exposure may actually increase the overall stability of MOF-74 toward a linker displacement reaction. In general, we thus observe that for Zn2+-containing SBUs, how the metal is coordinated to other metals within the SBU as well as how each metal is coordinated to the linker(s) present are critical to its stability with respect to reaction with water vapor.",10.1021/ja9061344
196,MOF-508b/Zn(BDC)(bipy)0.5,HELLOW,Water Stability,Slightly more stable than MOF-5,N/A,,"Alternatively, MOF-508b (an interpenetrated structure) or Zn-BDC-DABCO (noninterpenetrated), both of which contain SBUs of two 5-coordinate zinc cations bridged in a paddlewheel-type configuration to form 0D PCP structure types, were calculated to be only slightly more stable with respect to reaction with water than MOF-5.",10.1021/ja9061344
197,Zn-BDC-DABCO/Zn2(BDC)2(DABCO),HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of Zn-BDC-DABCO/Zn2(BDC)2(DABCO). There is no mention of its behavior in water or aqueous solutions, nor any details on its structural integrity after exposure to moisture or steam.",10.1021/ja9061344
198,HKUST-1/Cu3(BTC)2(H2O)3,HELLOW,Water Stability,Stable,N/A,,"HKUST-1 was significantly more stable to steam than MOF-5. No structural transformation was observed by XRD at 50 mol % steam at temperatures up to 200 °C. HKUST-1 is predicted and found to be more stable with respect to reaction with water vapor than the Zn2+-containing PCPs, which is consistent with the general observation that Cu2+ aqueous coordination complexes are more stable than corresponding Zn2+ complexes.",10.1021/ja9061344
199,Cr-MIL-101/Cr3F(H2O)2O(BDC)3 .nH2O,HELLOW,Water Stability,Stable,N/A,,"1. The reaction of water vapor with Cr3+-containing Cr-MIL-53 was also modeled. Cr-MIL-53 was found to have comparable stability to reaction with water vapor as Cr-MIL-101. 
2. The Cr-O bonds between the linker and metal atoms in the 1D chains of Cr-MIL-53 are about equally resistant to reaction with water as those of the Cr3-µ-OF6+ trimer in Cr-MIL-101. 
3. In the first example, the Cr3-µ-OF6+ trimer SBU in MIL-101 has already been observed to be fairly stable with respect to the hydration reactions described above.",10.1021/ja9061344
200,Al-MIL-110/Al8(OH)12[(OH)3(H2O)3][BTC]3,HELLOW,Water Stability,Stable,N/A,,"Such reasoning can be extended to other Al-containing PCPs, such as for MIL-11014 (Figure 5c). The metal cations in MIL- 110 are located in octamer SBUs of Al-octahedra linked through BTC linkers to form 1D channels. Experimentally, MIL-110 was determined to have good hydrothermal stability, as Al-MIL- 53. See Table 2.",10.1021/ja9061344
201,Al-MIL-53/Al(OH)[BDC],HELLOW,Water Stability,Stable,N/A,,"The calculated values for the activation energy of displacement of BDC linker by water is higher for Al-MIL-53 than for Cr-MIL-53 (43.5 versus 30.4 kcal/mol, see Table 2). Experimentally, the higher stability of Al-MIL-53 toward reaction with water vapor versus Cr-MIL-101 further supports this hypothesis that Al3+ PCPs will generally be more hydrothermally stable than Cr3+ PCPs. Such reasoning can be extended to other Al-containing PCPs, such as for MIL-11014 (Figure 5c). Experimentally, MIL-110 was determined to have good hydrothermal stability, as Al-MIL-53. See Table 2.",10.1021/ja9061344
202,ZIF-8/Zn(MeIM)2 . (DMF) . (H2O)3,HELLOW,Water Stability,Stable,Not applicable,,"1. While SEM images show a slight change in morphology, the surface area of ZIF-8 remains unchanged after steaming. 2. ZIF-8 was observed and calculated to be more hydrothermally stable than PCPs bridged by carboxylates. 3. The zinc-nitrogen bonds in ZIF-8 would be expected to be stronger than the zinc-oxygen bonds in MOF-5.",10.1021/ja9061344
203,Ni3(BTP)2,HELLOW,Water Stability,Stable,Not applicable,,"""Ni3(BTP)2 retains its integrity in the face of an unprecedented range of extreme conditions, including heating in air to 430 C and treatment with boiling aqueous solutions of pH 2 to 14 for two weeks."" ""The chemical resistance of 1–3 was examined by suspending samples of the compounds in boiling water, boiling aqueous HCl or HNO3 solutions at pH 2, and a boiling aqueous NaOH solution at pH 14, conditions that reflect extreme operational parameters in industry."" ""Remarkably, the Ni3(BTP)2 framework of 1 is stable to all of the environments tested and maintains both its crystallinity and porous nature after 14 days of uninterrupted test reactions.""",10.1039/c1sc00136a
204,Cu3(BTP)2,HELLOW,Water Stability,Unstable,Not applicable,,"In examining the chemical stability of 2, some amount of the solid was refluxed in a concentrated basic (NaOH, pH 14) solution. A brown deposit isolated from the solution turned out to be a distinct new phase, Cu3(BTP)2$6H2O (20), which could be also obtained by refluxing 2 in an acid solution (HCl, pH 3). This microcrystalline product appears, however, to be non-porous, as evidenced by a thermogravimetric analysis showing no weight loss up to decomposition (see Fig. S7, ESI†).",10.1039/c1sc00136a
205,Zn3(BTP)2,HELLOW,Water Stability,Unstable,Not Applicable,,"When compound 3 was heated in boiling water, a new crystalline phase Zn12[Zn2(H2O)2]6(BTP)16 (30) was obtained, as identified by X-ray powder diffraction. The same phase was also isolated through the reaction of 3 in a concentrated basic solution (NaOH, pH 14) for 30 min. Although 3 is highly resistant to high temperatures (up to 510 C), the solid-state transformation in basic pH conditions occurs at room temperature in a very short time, indicating that the presence of water is critical to its instability. Compound 30 crystallizes in the cubic space group Pn3n.",10.1039/c1sc00136a
206,Co3(BTP)2,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of Co3(BTP)2. There are mentions of thermal stability and transformations in other conditions, but no explicit details about its behavior in water or aqueous solutions.",10.1039/c1sc00136a
207,Cu-BTTri ,HELLOW,Water Stability,Stable,Not applicable,,"Attempts to synthesize analogous triazolate-based structures afforded the more stable framework H3[(Cu4Cl)3(BTTri)8] (Cu-BTTri, H3BTTri = 1,3,5-tris(1H- 1,2,3-triazol-5-yl)benzene).12 With improved thermal stability (Tdec = 270 C), this compound exhibits substantial chemical resistance, retaining its porous structure in dilute HCl solution (pH 3) at room temperature or in boiling water for 3 days.",10.1039/c1sc00136a
208,UIO-66,HELLOW,Water Stability,Unstable,N/A,,"The zirconium-based framework UIO-66,7b has been shown to display thermal stability up to 540 C, but its chemical stability in water and common organic solvents was verified only for no longer than 24 h at room temperature.",10.1039/c1sc00136a
209,Mn-BTT ,HELLOW,Water Stability,Unstable,N/A,,"Unfortunately, the relatively low thermal stability (Tdec z 200 C) and water-sensitivity of this tetrazolate-bridged framework limits its utility. Attempts to synthesize analogous triazolate-based structures afforded the more stable framework H3[(Cu4Cl)3(BTTri)8] (Cu-BTTri, H3BTTri ¼ 1,3,5-tris(1H- 1,2,3-triazol-5-yl)benzene).12 With improved thermal stability (Tdec ¼ 270 C), this compound exhibits substantial chemical resistance, retaining its porous structure in dilute HCl solution (pH 3) at room temperature or in boiling water for 3 days. Moreover, its stability in basic media enabled grafting of ethylenediamine on the open Cu2+ sites, leading to a record heat of CO2 adsorption for a metal–organic framework.",10.1039/c1sc00136a
210,HKUST-1 ,HELLOW,Water Stability,Unstable,N/A,,"1. ""Both HKUST-1 and DUT-4 turned out to be unstable in direct contact with water.""
2. ""Although HKUST-1 has a reasonably high affinity towards water, it could not be used as desiccant at high humidity levels. Experiments showed that the framework structure changes irreversibly after immersion of HKUST-1 in water at 323 K for 24 h.""
3. ""The water stability of HKUST-1 might be sufficient for molecular recognition, i.e. humidity sensors, which was recently proposed by Biemmi et al. [36], but the use in applications that require direct exposure to water seems questionable.""",10.1016/j.micromeso.2008.11.020
211,ZIF-8 ,HELLOW,Water Stability,Stable,Not Applicable,,"1. ""ZIF-8 is highly inert but hydrophobic.""
2. ""The stability of ZIF-8 towards humidity has already been reported [31] as well as its structure and nitrogen adsorption isotherm, but water adsorption experiments were not performed.""
3. ""ZIF-8 is highly inert but hydrophobic. The MIL-materials are both likely candidates for water adsorption applications, but higher concentrations of the adsorbate are needed to attain an effective adsorption.""",10.1016/j.micromeso.2008.11.020
212,MIL-101,HELLOW,Water Stability,Stable,Not applicable,,"1. ""The water physisorption properties and the water stability of the metal-organic frameworks HKUST-1 (=(Cu3(BTC)2) (BTC = benzene-1,3,5-tricarboxylate)), ZIF-8, MIL-101, MIL-100(Fe) and DUT-4 (=Al(OH)(NDC)) (NDC = naphthalene-2,6-dicarboxylate) were studied.""
2. ""Water adsorption isotherms were used to characterize promising MOF-materials.""
3. ""Most promising regarding water stability are the MIL-materials MIL-101 and MIL-100(Fe) as hydrophilic mesoporous compounds and ZIF-8 as a highly hydrophobic microporous material.""",10.1016/j.micromeso.2008.11.020
213,MIL-100(Fe),HELLOW,Water Stability,Stable,Not applicable,,"1. ""The water physisorption properties and the water stability of the metal-organic frameworks HKUST-1 (=(Cu3(BTC)2) (BTC = benzene-1,3,5-tricarboxylate)), ZIF-8, MIL-101, MIL-100(Fe) and DUT-4 (=Al(OH)(NDC)) (NDC = naphthalene-2,6-dicarboxylate) were studied.""
2. ""The steep adsorption steps at p/p0 = 0.3 and p/p0 = 0.4 indicate the filling of the mesoporous cages.""
3. ""XRD patterns did not change after the material was immersed in water and heated to 323 K for 24 h (Fig. S7).""",10.1016/j.micromeso.2008.11.020
214,DUT-4,HELLOW,Water Stability,Unstable,N/A,,"DUT-4 also showed a type-I nitrogen physisorption isotherm (Fig. S1). Unlike HKUST-1, the water adsorption characteristics are completely different (Fig. 2). Despite its microporous structure adsorption occurs not until p/p0 = 0.4 revealing the hydrophobic character of the pores. As all aluminium ions are coordinated to oxygen atoms, there are no free coordination sites available. Additionally, the character of the non-polar, aromatic naphthalene linkers connecting the alumina-oxygen chains is highly hydrophobic. In the higher pressure region, additional adsorption occurs which is the result of condensation of water in the pores. Surprisingly, the experiment shows the opposite behavior of hysteresis. The desorption branch falls below the adsorption branch. We assume that this is due to partial decomposition of the framework during adsorption in the higher pressure region resulting in a higher water uptake. This water is then desorbed from a new solid phase with different water-surface interaction of lower binding strength leading to the steep decline of the desorption isotherm. A second measurement of the water sorption isotherms on the same sample confirmed this assumption as it revealed a similar shape of the isotherm, but the isotherms can not be superimposed. To analyze the water stability, the material was heated in water at 323 K for 24 h. The XRD powder pattern (Fig. S3) confirmed the partial decomposition of DUT-4, since the reflections are partly shifted and the amorphous background increased. Apparently, the material is stable at ambient atmosphere but direct contact with water leads to gradual decomposition.",10.1016/j.micromeso.2008.11.020
215,MOF-801-P,HELLOW,Water Stability,Stable,N/A,,"1. ""MOF-801-P and MOF-841 are the highest performers based on the three criteria stated above; they are water stable, do not lose capacity after five adsorption/desorption cycles, and are easily regenerated at room temperature.""
2. ""MOF-801-P takes up 22.5 wt % of water at P/P0 = 0.1. These uptakes are steep and nearly constant after five consecutive cycles where the materials are easily regenerated with a low energy cost.""
3. ""Finally, we find that MOF-801-P, MOF-802, MOF-841, UiO-66, CAU-10, and MCM-41 exhibit the best and closest to the ideal cycling performance. These materials show robust cycling performance as indicated by the similarity of water uptake in all five cycles.""",10.1021/ja500330a
216,MOF-802 ,HELLOW,Water Stability,Stable,N/A,,"Finally, we find that MOF-801-P, MOF-802, MOF-841, UiO- 66, CAU-10, and MCM-41 exhibit the best and closest to the ideal cycling performance. These materials show robust cycling performance as indicated by the similarity of water uptake in all five cycles (Figure 7). Since these materials are stable under humid conditions and have no strong binding sites (e.g., open metal sites) for water to bind, it is expected their working capacity (deliverable amount of water) not to be strongly influenced by the regeneration conditions.",10.1021/ja500330a
217,MOF-804,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of MOF-804. There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural integrity after exposure to moisture or steam. The document does mention that MOF-804 shows a type I isotherm profile, but this alone does not provide enough information to determine its water stability according to the given rules.",10.1021/ja500330a
218,MOF-805 ,HELLOW,Water Stability,Unstable,N/A,,"The cycle performance results show that, for MOF-805, MOF-806, MOF-808, and Basolite A100, A300, and C300, the uptake constantly drops in every cycle. The surface area of these MOFs was redetermined after the water cycle tests, showing a significant decrease. This observation suggests that the loss of water uptake capacity is related to the loss of porosity.",10.1021/ja500330a
219,MOF-806 ,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of MOF-806. There is no mention of its behavior in water or aqueous solutions, nor any details on its crystallinity or structural integrity after exposure to moisture or steam. The document does not discuss the water adsorption isotherm or cycling performance for MOF-806.",10.1021/ja500330a
220,MOF-808 ,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/ja500330a
221,MOF-841 ,HELLOW,Water Stability,Stable,,,"1. ""We found that two members, MOF-801 and MOF-841, swiftly capture water at well-defined, low relative pressure values and exhibit high uptake, recyclability, and water stability.""
2. ""Among all of them, two materials, MOF-801-P and MOF-841 show excellent performance when considering all these three criteria: MOF-801-P takes up 22.5 wt % of water at P/P0 = 0.1, and MOF-841 takes up 44% at P/P0 = 0.3. These uptakes are steep and nearly constant after five consecutive cycles where the materials are easily regenerated with a low energy cost.""
3. ""Finally, we find that MOF-801-P, MOF-802, MOF-841, UiO-66, CAU-10, and MCM-41 exhibit the best and closest to the ideal cycling performance. These materials show robust cycling performance as indicated by the similarity of water uptake in all five cycles.""",10.1021/ja500330a
222,MOF-812,HELLOW,Water Stability,Not provided,N/A,,MOF-812 was only made and structurally characterized but not examined for water adsorption because it is a byproduct of MOF-841 synthesis.,10.1021/ja500330a
223,Basolite A100 ,HELLOW,Water Stability,Unstable,,,"The cycle performance results show that, for MOF-805, MOF-806, MOF-808, and Basolite A100, A300, and C300, the uptake constantly drops in every cycle. The surface area of these MOFs was redetermined after the water cycle tests, showing a significant decrease. This observation suggests that the loss of water uptake capacity is related to the loss of porosity.",10.1021/ja500330a
224,Basolite A300 ,HELLOW,Water Stability,Not provided,,,"The document does not provide specific information about the water stability of Basolite A300. It mentions cycle performance results for Basolite A100, A300, and C300, indicating that the uptake constantly drops in every cycle, suggesting a loss of water uptake capacity related to the loss of porosity. However, this does not directly address water stability as defined by the given rules.",10.1021/ja500330a
225,Basolite C300,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of Basolite C300. There is no mention of its behavior in water or humid conditions, nor any details about its cycling performance or structural integrity after exposure to moisture.",10.1021/ja500330a
226,DUT-67,HELLOW,Water Stability,Not provided,,,The document does not provide explicit information about the water stability of DUT-67. There are no sentences that clearly state its stability or instability in water or aqueous solutions.,10.1021/ja500330a
227,MOF-74(Mg),HELLOW,Water Stability,Unstable,N/A,,"For DUT-67, MOF-804, MOF-74s, CAU-6, and zeolite 13X, we find a significant decrease from the first to the second cycle and a nearly constant uptake thereafter. This behavior can be explained if some of the water molecules are strongly bound to the framework, not being desorbed under the aforementioned regeneration conditions. If this is the case, the water release requires further energy input (higher temperature and/or better vacuum). In practical terms, the working capacity of these materials is strongly limited due to the high regeneration cost.",10.1021/ja500330a
228,MOF-74(Ni),HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/ja500330a
229,MOF-74(Co),HELLOW,Water Stability,Not provided,N/A,,The document does not provide specific information regarding the water stability of MOF-74(Co). There are no sentences that directly address its stability or instability in water or humid conditions.,10.1021/ja500330a
230,UiO-66,HELLOW,Water Stability,Stable,N/A,,"Finally, we find that MOF-801-P, MOF-802, MOF-841, UiO-66, CAU-10, and MCM-41 exhibit the best and closest to the ideal cycling performance. These materials show robust cycling performance as indicated by the similarity of water uptake in all five cycles (Figure 7). Since these materials are stable under humid conditions and have no strong binding sites (e.g., open metal sites) for water to bind, it is expected their working capacity (deliverable amount of water) not to be strongly influenced by the regeneration conditions.",10.1021/ja500330a
231,CAU-6,HELLOW,Water Stability,Not provided,,,Not provided,10.1021/ja500330a
232,Zeolite 13X,HELLOW,Water Stability,Not provided,N/A,,"For DUT-67, MOF-804, MOF-74s, CAU-6, and zeolite 13X, we find a significant decrease from the first to the second cycle and a nearly constant uptake thereafter. This behavior can be explained if some of the water molecules are strongly bound to the framework, not being desorbed under the aforementioned regeneration conditions. If this is the case, the water release requires further energy input (higher temperature and/or better vacuum). In practical terms, the working capacity of these materials is strongly limited due to the high regeneration cost.",10.1021/ja500330a
233,ZIF-1,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1073pnas.0602439103
234,ZIF-4,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of ZIF-4. The text focuses on the synthesis, structure, and properties of various ZIFs, including ZIF-4, but does not explicitly mention its behavior or stability in water or aqueous solutions.",10.1073pnas.0602439103
235,ZIF-6,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1073pnas.0602439103
236,ZIF-8 ,HELLOW,Water Stability,Stable,Not applicable,,"The chemical stability of ZIFs was examined by suspending samples of ZIF-8 and -11 in boiling benzene, methanol, water, and aqueous sodium hydroxide (Fig. 3), conditions that reflect extreme operational parameters of typical industrial chemical processes. ZIF samples were immersed in the desired solvent for 1–7 days at ambient temperature, 50°C, and at the boiling point of each medium. During this process, samples were periodically observed under an optical microscope and found to be insoluble under each of these conditions. PXRD patterns collected for each sample at designated intervals showed that the solid samples of ZIF-8 and -11 maintained their full crystallinity and were clearly impervious to the boiling organic solvents for 7 days. Both ZIFs sustained their structures in water at 50°C for 7 days.",10.1073pnas.0602439103
237,ZIF-11,HELLOW,Water Stability,Unstable,N/A,,"ZIF-11 was transformed to another crystalline material after 3 days in boiling water. ""However, only ZIF-8 maintained its structure for 7 days in boiling water, whereas ZIF-11 was transformed to another crystalline material after 3 days.""",10.1073pnas.0602439103
238,ZIF-9 (Co),HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of ZIF-9 (Co). The text focuses on the synthesis, structural characteristics, and general properties of various ZIFs, but does not mention the water stability of ZIF-9 (Co) specifically.",10.1073pnas.0602439103
239,ZIF-12 (Co),HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of ZIF-12 (Co). There is no mention of its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or water.",10.1073pnas.0602439103
240,[Mn2(Hcbptz)2(Cl)]Cl,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information about the water stability of [Mn2(Hcbptz)2(Cl)]Cl. The text mentions stability in air and CO2 adsorption properties, but there is no clear mention of water stability or behavior in humid environments.",10.1073pnas.0602439103
241,[Mn2(Hcbptz)2(Cl)(H2O)]Cl.DMF.0.5 CH3CN  / MOF 1,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of the MOF [Mn2(Hcbptz)2(Cl)(H2O)]Cl.DMF.0.5 CH3CN / MOF 1. The text discusses the stability of the MOF in air and its CO2 adsorption properties, but there is no mention of its behavior in water or aqueous solutions. Therefore, according to the rules, the water stability is 'Not provided'. Any thermal analysis or mention of organic solvents does not contribute to determining water stability.",10.1002/chem.201502532
242,"[Ni3(L1)2(m-4,40-bpy)3(H2O)2]n$(4,40-bpy)n$(H2O)5n ",HELLOW,Water Stability,Not provided,,,Not provided,10.1039/b917659d
243,"[Ni3(L2)2(H2O)4(m-4,40-bpy)3]n$(H2O)2n ",HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information about the water stability of [Ni3(L2)2(H2O)4(m-4,40-bpy)3]n$(H2O)2n. There is no mention of its behavior in water or aqueous solutions, nor any details about its solubility or structural changes upon exposure to moisture or water. The document focuses on thermal analysis and structural properties, which do not address water stability.",10.1039/b917659d
244,"[Ni3(L2)2(H2O)4(m-4,40-bpy)4]n$(H2O)2n ",HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1039/b917659d
245,UiO-67 ,HELLOW,Water Stability,Stable,N/A,,"1. ""UiO-67 and NU-1000, are stable towards linker hydrolysis in H2O, but collapse during activation from H2O.""
2. ""Next we placed UiO-67 in H2O for 24 h and examined its PXRD pattern. As one might expect given the reported stability of the UiO series, the PXRD pattern is unaltered.""
3. ""We further ruled out the hydrolytic pathway in UiO-67 and NU-1000 through a combination of NMR and IR spectroscopies (ESI†) as well as quantum chemical characterization. 1H NMR of the filtrate from the H2O soaked samples showed no residual sign of their linkers in solution.""",10.1039/c4cc02401j
246,NU-1000,HELLOW,Water Stability,Stable,Not applicable,,"""We further ruled out the hydrolytic pathway in UiO-67 and NU-1000 through a combination of NMR and IR spectroscopies (ESI†) as well as quantum chemical characterization. 1H NMR of the filtrate from the H2O soaked samples showed no residual sign of their linkers in solution."" ""Diffuse Reflectance Infrared Fourier Transform Spectroscopy (DRIFTS) demonstrated that both the UiO-67 and NU-1000 frameworks stayed intact after exposure to H2O, solvent exchange to acetone, and finally thermally activating the samples."" ""Interestingly we also performed in situ DRIFTS experiments (ESI†). Exposure of UiO-67 and NU-1000 to H2O vapour, followed by removal of excess H2O yielded no detectable change in the DRIFTS spectra, a result suggesting that the stability of these frameworks towards H2O vapor is different than for condensed phase H2O.""",10.1039/c4cc02401j
247,UiO-66,HELLOW,Water Stability,Stable,N/A,,"The prototypical example is UiO-66, a MOF built up from Zr6(O)4(OH)4 nodes and benzene dicarboxylate linkers; UiO-66 is thermally (up to 500 1C), mechanically, hydrolytically, and chemically stable in a variety of organic solvents as well as acidic and basic aqueous media. The stability of Zr6-based MOFs is attributed to the highly oxophilic nature of the ZrIV sites and their Coulombic interaction with negatively charged termini of linkers.",10.1039/c4cc02401j
248,UiO-66(Zr) ,HELLOW,Water Stability,Stable,N/A,,"The UiO-66(Zr) solid also retains its crystallinity upon the same treatment, but this is not the case for the upper UiO analogues, for which only poorly crystalline samples are recovered. UiO-66(Zr) is stable up to 450 8C under air and remains unaltered upon water adsorption/desorption cycles by switching reversibly between dehydroxylated and hydroxylated versions, and has an exceptional stability under mechanical stimulus.",10.1002/anie.201204806
249,MIL-140A,HELLOW,Water Stability,Stable,N/A,,"First, it appears, based on XRPD analysis, that MIL-140 compounds are hydrothermally stable, that is, after an overnight dispersion in deionized water at 100 8C (Figure 3), no loss of crystallinity occurs, even for the upper analogues. Interestingly, no peaks from the recrystallized dicarboxylate linkers are observed after the hydrothermal treatment. Considering the poor solubility of these linkers in water and the position of the remaining diffraction peaks of the sample after hydrothermal treatment, close to the main peaks of the initial phase, this data suggest a loss of long range order only.",10.1002/anie.201204806
250,MIL-140B,HELLOW,Water Stability,Stable,N/A,,"First, it appears, based on XRPD analysis, that MIL-140 compounds are hydrothermally stable, that is, after an overnight dispersion in deionized water at 100 8C (Figure 3), no loss of crystallinity occurs, even for the upper analogues. Interestingly, no peaks from the recrystallized dicarboxylate linkers are observed after the hydrothermal treatment. Considering the poor solubility of these linkers in water and the position of the remaining diffraction peaks of the sample after hydrothermal treatment, close to the main peaks of the initial phase, this data suggest a loss of long range order only. Thus, either the hydrothermal treatment leads to a partial degradation of the starting UiO material or to the formation of poorly crystalline MIL-140 solids through a dissolution recrystallization process.",10.1002/anie.201204806
251,MIL-140C,HELLOW,Water Stability,Stable,,,"First, it appears, based on XRPD analysis, that MIL-140 compounds are hydrothermally stable, that is, after an overnight dispersion in deionized water at 100 8C (Figure 3), no loss of crystallinity occurs, even for the upper analogues. The higher hydrothermal stability of the MIL-140s, compared to the UiOs, could be due to the inorganic building units, that is, infinite Zr oxide chains versus isolated Zr6O4(OH)4 oxoclusters for the UiO structures, Figure 3. XRPD of MIL-140A, B, C, and D (from bottom to top) (lCu=1.5406 ). Before water treatment (solid line), after hydrothermal treatment (1008C, 15 h; dotted line).",10.1002/anie.201204806
252,MIL-140D,HELLOW,Water Stability,Stable,N/A,,"First, it appears, based on XRPD analysis, that MIL-140 compounds are hydrothermally stable, that is, after an overnight dispersion in deionized water at 100 8C (Figure 3), no loss of crystallinity occurs, even for the upper analogues. Interestingly, no peaks from the recrystallized dicarboxylate linkers are observed after the hydrothermal treatment. Considering the poor solubility of these linkers in water and the position of the remaining diffraction peaks of the sample after hydrothermal treatment, close to the main peaks of the initial phase, this data suggest a loss of long range order only. Thus, either the hydrothermal treatment leads to a partial degradation of the starting UiO material or to the formation of poorly crystalline MIL-140 solids through a dissolution recrystallization process.",10.1002/anie.201204806
253,UiO-66,HELLOW,Water Stability,Stable,N/A,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Afterwards, the solids were collected by filtration, and their crystallinity was checked by XRPD measurements (Figure 3 and Figure S8– S12, Supporting Information). All of the solids, except 3- F2, retained their crystallinity after treatment with water, acetic acid and 1 m HCl solutions. However, after treatment with 1 m NaOH solution, all of them lost their crystallinity and became completely amorphous. The crystallinity of 3- F2 and UiO-66-F deteriorated after treatment with any of 10 990 682 c, 2 013 , 1 2, Do wnl oad ed f ro m h ttp s://c he mis tryeur ope .onl ine libr ary .wil ey.c om/ doi /10 .10 02/ ejic .201 201 228 by U niv ersi ty Of Tor ont o Li brar ie, Wil ey Onli ne Lib rar y o n [2 6/0 6/2 024 ]. S ee t he Ter ms and Co nditi ons (htt ps:/ /on lin elib rary .wil ey. co m/t erm s-a ndcon diti ons ) o n W iley On line Lib rar y fo r rul es o f us e; O A ar ticl es a re gov erne d b y th e a ppli cabl e Cr eati ve Co mm ons Lic ens e Figure 2. TG analysis of thermally activated 1-CF3 (black, solid line), 2-(CO2H)2 (black, dotted line), 3-F2 (black, dashed line), 4- Cl2 (grey, solid line), 5-Br2 (grey, dotted line) and UiO-66 (grey, dashed line) in air. Except for 3-F2, the new compounds maintain their structural integrity in water, acetic acid and 1 M HCl, as verified by XRPD analysis of the samples recovered after suspending them in the respective liquids.",10.1002/ejic.201201228
